1,1,"2017-09-13"
2,1,"2017-09-13"
3,1,"2017-09-13"
4,1,"2017-09-13"
5,1,"2017-09-13"
6,1,"2017-09-13"
7,1,"2017-09-13"
8,1,"2017-09-13"
9,1,"2017-09-13"
10,1,"2017-09-13"
11,1,"2017-09-13"
12,1,"2017-09-13"
13,1,"2017-09-13"
14,1,"2017-09-13"
15,1,"2017-09-13"
16,1,"2017-09-13"
17,1,"2017-09-13"
18,1,"2017-09-13"
19,1,"2017-09-13"
20,1,"2017-09-13"
21,1,"2017-09-13"
22,1,"2017-09-13"
23,1,"2017-09-13"
24,1,"2017-09-13"
25,1,"2017-09-13"
26,1,"2017-09-13"
27,1,"2017-09-13"
28,1,"2017-09-13"
29,1,"2017-09-13"
30,1,"2017-09-13"
31,1,"2017-09-13"
32,1,"2017-09-13"
33,1,"2017-09-13"
34,1,"2017-09-13"
35,1,"2017-09-13"
36,1,"2017-09-13"
37,1,"2017-09-13"
38,1,"2017-09-13"
39,1,"2017-09-13"
40,1,"2017-09-13"
41,1,"2017-09-13"
42,1,"2017-09-13"
43,1,"2017-09-13"
44,1,"2017-09-13"
45,1,"2017-09-13"
46,1,"2017-09-13"
47,1,"2017-09-13"
48,1,"2017-09-13"
49,1,"2017-09-13"
50,1,"2017-09-13"
51,1,"2017-09-13"
52,1,"2017-09-13"
53,1,"2017-09-13"
54,1,"2017-09-13"
55,1,"2017-09-13"
56,1,"2017-09-13"
57,1,"2017-09-13"
58,1,"2017-09-13"
59,1,"2017-09-13"
60,1,"2017-09-13"
61,1,"2017-09-13"
62,1,"2017-09-13"
63,1,"2017-09-13"
64,1,"2017-09-13"
65,1,"2017-09-13"
66,1,"2017-09-13"
67,1,"2017-09-13"
68,1,"2017-09-13"
69,1,"2017-09-13"
70,1,"2017-09-13"
71,1,"2017-09-13"
72,1,"2017-09-13"
73,1,"2017-09-13"
74,1,"2017-09-13"
75,1,"2017-09-13"
76,1,"2017-09-13"
77,1,"2017-09-13"
78,1,"2017-09-13"
79,1,"2017-09-13"
80,1,"2017-09-13"
81,1,"2017-09-13"
82,1,"2017-09-13"
83,1,"2017-09-13"
84,1,"2017-09-13"
85,1,"2017-09-13"
86,1,"2017-09-13"
87,1,"2017-09-13"
88,1,"2017-09-13"
89,1,"2017-09-13"
90,1,"2017-09-13"
91,1,"2017-09-13"
92,1,"2017-09-13"
93,1,"2017-09-13"
94,1,"2017-09-13"
95,1,"2017-09-13"
96,1,"2017-09-13"
97,1,"2017-09-13"
98,1,"2017-09-13"
99,1,"2017-09-13"
100,1,"2017-09-13"
101,1,"2017-09-13"
102,1,"2017-09-13"
103,1,"2017-09-13"
104,1,"2017-09-13"
105,1,"2017-09-13"
106,1,"2017-09-13"
107,1,"2017-09-13"
108,1,"2017-09-13"
109,1,"2017-09-13"
110,1,"2017-09-13"
111,1,"2017-09-13"
112,1,"2017-09-13"
113,1,"2017-09-13"
114,1,"2017-09-13"
115,1,"2017-09-13"
116,1,"2017-09-13"
117,1,"2017-09-13"
118,1,"2017-09-13"
119,1,"2017-09-13"
120,1,"2017-09-13"
121,1,"2017-09-13"
122,1,"2017-09-13"
123,1,"2017-09-13"
124,1,"2017-09-13"
125,1,"2017-09-13"
126,1,"2017-09-13"
127,1,"2017-09-13"
128,1,"2017-09-13"
129,1,"2017-09-13"
130,1,"2017-09-13"
131,1,"2017-09-13"
132,1,"2017-09-13"
133,1,"2017-09-13"
134,1,"2017-09-13"
135,1,"2017-09-13"
136,1,"2017-09-13"
137,1,"2017-09-13"
138,1,"2017-09-13"
139,1,"2017-09-13"
140,1,"2017-09-13"
141,1,"2017-09-13"
142,1,"2017-09-13"
143,1,"2017-09-13"
144,1,"2017-09-13"
145,1,"2017-09-13"
146,1,"2017-09-13"
147,1,"2017-09-13"
148,1,"2017-09-13"
149,1,"2017-09-13"
150,1,"2017-09-13"
151,1,"2017-09-13"
152,1,"2017-09-13"
153,1,"2017-09-13"
154,1,"2017-09-13"
155,1,"2017-09-13"
156,1,"2017-09-13"
157,1,"2017-09-13"
